id:ID(KG),:LABEL,name,provided_by,accession,length,source_db,mane_status,mane_refseq_nuc,mane_ensembl_nuc,mane_ensembl_prot
NCBIProtein:NP_002602,Protein,"pyruvate dehydrogenase kinase, isozyme 2 isoform 1 precursor",,NP_002602.2,407.0,RefSeq,MANE Select,NM_002611.5,ENST00000503176.6,ENSP00000420927.1
NCBIProtein:NP_005382,Protein,"pyruvate dehydrogenase kinase, isozyme 3 isoform 2 precursor",,NP_005382.1,406.0,RefSeq,MANE Select,NM_005391.5,ENST00000379162.9,ENSP00000368460.4
NCBIProtein:NP_002603,Protein,"pyruvate dehydrogenase kinase, isozyme 4",,NP_002603.1,411.0,RefSeq,MANE Select,NM_002612.4,ENST00000005178.6,ENSP00000005178.5
NCBIProtein:NP_006199,Protein,ectonucleotide pyrophosphatase/phosphodiesterase family member 1,,NP_006199.2,925.0,RefSeq,MANE Select,NM_006208.3,ENST00000647893.1,ENSP00000498074.1
NCBIProtein:NP_002604,Protein,3-phosphoinositide-dependent protein kinase 1 isoform 1,,NP_002604.1,556.0,RefSeq,MANE Select,NM_002613.5,ENST00000342085.9,ENSP00000344220.4
NCBIProtein:NP_002616,Protein,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 1 isoform 1",,NP_002616.2,471.0,RefSeq,MANE Select,NM_002625.4,ENST00000375006.8,ENSP00000364145.3
NCBIProtein:NP_006203,Protein,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2 isoform a",,NP_006203.2,505.0,RefSeq,MANE Select,NM_006212.2,ENST00000367080.8,ENSP00000356047.3
NCBIProtein:NP_004557,Protein,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3 isoform 1",,NP_004557.1,520.0,RefSeq,MANE Select,NM_004566.4,ENST00000379775.9,ENSP00000369100.4
NCBIProtein:NP_004558,Protein,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 4 isoform b",,NP_004558.1,469.0,RefSeq,MANE Select,NM_004567.4,ENST00000232375.8,ENSP00000232375.3
NCBIProtein:NP_002617,Protein,"ATP-dependent 6-phosphofructokinase, liver type isoform b",,NP_002617.3,780.0,RefSeq,MANE Select,NM_002626.6,ENST00000349048.9,ENSP00000269848.6
NCBIProtein:NP_000280,Protein,"ATP-dependent 6-phosphofructokinase, muscle type isoform 2",,NP_000280.1,780.0,RefSeq,MANE Select,NM_000289.6,ENST00000359794.11,ENSP00000352842.5
NCBIProtein:NP_002618,Protein,"ATP-dependent 6-phosphofructokinase, platelet type isoform 1",,NP_002618.1,784.0,RefSeq,MANE Select,NM_002627.5,ENST00000381125.9,ENSP00000370517.4
NCBIProtein:NP_002620,Protein,phosphoglycerate mutase 1 isoform 1,,NP_002620.1,254.0,RefSeq,MANE Select,NM_002629.4,ENST00000334828.6,ENSP00000359991.4
NCBIProtein:NP_000281,Protein,phosphoglycerate mutase 2,,NP_000281.2,253.0,RefSeq,MANE Select,NM_000290.4,ENST00000297283.4,ENSP00000297283.3
NCBIProtein:NP_000282,Protein,phosphoglycerate kinase 1,,NP_000282.1,417.0,RefSeq,MANE Select,NM_000291.4,ENST00000373316.5,ENSP00000362413.4
NCBIProtein:NP_620061,Protein,phosphoglycerate kinase 2,,NP_620061.2,417.0,RefSeq,MANE Select,NM_138733.5,ENST00000304801.6,ENSP00000305995.3
NCBIProtein:NP_002624,Protein,phosphoglucomutase-1 isoform 1,,NP_002624.2,562.0,RefSeq,MANE Select,NM_002633.3,ENST00000371084.8,ENSP00000360125.3
NCBIProtein:NP_002628,Protein,"phosphorylase b kinase regulatory subunit alpha, skeletal muscle isoform isoform 1",,NP_002628.2,1223.0,RefSeq,MANE Select,NM_002637.4,ENST00000373542.9,ENSP00000362643.4
NCBIProtein:NP_000283,Protein,"phosphorylase b kinase regulatory subunit alpha, liver isoform isoform 1",,NP_000283.1,1235.0,RefSeq,MANE Select,NM_000292.3,ENST00000379942.5,ENSP00000369274.4
NCBIProtein:NP_000284,Protein,phosphorylase b kinase regulatory subunit beta isoform a,,NP_000284.1,1093.0,RefSeq,MANE Select,NM_000293.3,ENST00000323584.10,ENSP00000313504.5
NCBIProtein:NP_006204,Protein,"phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform isoform 2",,NP_006204.1,387.0,RefSeq,MANE Select,NM_006213.5,ENST00000297373.7,ENSP00000297373.2
NCBIProtein:NP_000285,Protein,"phosphorylase b kinase gamma catalytic chain, liver/testis isoform isoform 1",,NP_000285.1,406.0,RefSeq,MANE Select,NM_000294.3,ENST00000563588.6,ENSP00000455607.1
NCBIProtein:NP_006209,Protein,"phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",,NP_006209.2,1068.0,RefSeq,MANE Select,NM_006218.4,ENST00000263967.4,ENSP00000263967.3
NCBIProtein:NP_006210,Protein,"phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform isoform 1",,NP_006210.1,1070.0,RefSeq,MANE Select,NM_006219.3,ENST00000674063.1,ENSP00000501150.1
NCBIProtein:NP_852664,Protein,phosphatidylinositol 3-kinase regulatory subunit alpha isoform 1,,NP_852664.1,724.0,RefSeq,MANE Select,NM_181523.3,ENST00000521381.6,ENSP00000428056.1
NCBIProtein:NP_005018,Protein,phosphatidylinositol 3-kinase regulatory subunit beta,,NP_005018.2,728.0,RefSeq,MANE Select,NM_005027.4,ENST00000222254.13,ENSP00000222254.6
NCBIProtein:NP_000289,Protein,pyruvate kinase PKLR isoform 1,,NP_000289.1,574.0,RefSeq,MANE Select,NM_000298.6,ENST00000342741.6,ENSP00000339933.4
NCBIProtein:NP_002645,Protein,pyruvate kinase PKM isoform a,,NP_002645.3,531.0,RefSeq,MANE Select,NM_002654.6,ENST00000335181.10,ENSP00000334983.5
NCBIProtein:NP_066950,Protein,phorbol-12-myristate-13-acetate-induced protein 1 isoform 6,,NP_066950.1,54.0,RefSeq,MANE Select,NM_021127.3,ENST00000316660.7,ENSP00000326119.7
NCBIProtein:NP_000930,Protein,pro-opiomelanocortin preproprotein,,NP_000930.1,267.0,RefSeq,MANE Select,NM_000939.4,ENST00000395826.7,ENSP00000379170.2
NCBIProtein:NP_001382342,Protein,NADPH--cytochrome P450 reductase isoform 1,,NP_001382342.1,677.0,RefSeq,MANE Select,NM_001395413.1,ENST00000461988.6,ENSP00000419970.2
NCBIProtein:NP_005027,Protein,peroxisome proliferator-activated receptor alpha isoform 1,,NP_005027.2,468.0,RefSeq,MANE Select,NM_005036.6,ENST00000407236.6,ENSP00000385523.1
NCBIProtein:NP_006229,Protein,peroxisome proliferator-activated receptor delta isoform 1,,NP_006229.1,441.0,RefSeq,MANE Select,NM_006238.5,ENST00000360694.8,ENSP00000353916.3
NCBIProtein:NP_619725,Protein,peroxisome proliferator-activated receptor gamma isoform 1,,NP_619725.3,475.0,RefSeq,MANE Select,NM_138711.6,ENST00000651735.1,ENSP00000498313.1
NCBIProtein:NP_002699,Protein,serine/threonine-protein phosphatase PP1-alpha catalytic subunit isoform 1,,NP_002699.1,330.0,RefSeq,MANE Select,NM_002708.4,ENST00000376745.9,ENSP00000365936.4
NCBIProtein:NP_002700,Protein,serine/threonine-protein phosphatase PP1-beta catalytic subunit isoform 1,,NP_002700.1,327.0,RefSeq,MANE Select,NM_002709.3,ENST00000395366.3,ENSP00000378769.2
NCBIProtein:NP_002701,Protein,serine/threonine-protein phosphatase PP1-gamma catalytic subunit isoform 1,,NP_002701.1,323.0,RefSeq,MANE Select,NM_002710.4,ENST00000335007.10,ENSP00000335084.5
NCBIProtein:NP_006732,Protein,protein phosphatase 1 regulatory subunit 1A,,NP_006732.3,171.0,RefSeq,MANE Select,NM_006741.4,ENST00000257905.13,ENSP00000257905.8
NCBIProtein:NP_006232,Protein,protein phosphatase inhibitor 2 isoform 2,,NP_006232.1,205.0,RefSeq,MANE Select,NM_006241.8,ENST00000618156.5,ENSP00000484580.1
NCBIProtein:NP_002702,Protein,protein phosphatase 1 regulatory subunit 3A,,NP_002702.2,1122.0,RefSeq,MANE Select,NM_002711.4,ENST00000284601.4,ENSP00000284601.3
NCBIProtein:NP_005389,Protein,protein phosphatase 1 regulatory subunit 3C,,NP_005389.1,317.0,RefSeq,MANE Select,NM_005398.7,ENST00000238994.6,ENSP00000238994.5
NCBIProtein:NP_006233,Protein,protein phosphatase 1 regulatory subunit 3D,,NP_006233.1,299.0,RefSeq,MANE Select,NM_006242.4,ENST00000370996.5,ENSP00000360035.3
NCBIProtein:NP_002706,Protein,serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform isoform 1,,NP_002706.1,309.0,RefSeq,MANE Select,NM_002715.4,ENST00000481195.6,ENSP00000418447.1
NCBIProtein:NP_006242,Protein,5'-AMP-activated protein kinase catalytic subunit alpha-1 isoform 1,,NP_006242.5,559.0,RefSeq,MANE Select,NM_006251.6,ENST00000397128.7,ENSP00000380317.2
NCBIProtein:NP_006243,Protein,5'-AMP-activated protein kinase catalytic subunit alpha-2,,NP_006243.2,552.0,RefSeq,MANE Select,NM_006252.4,ENST00000371244.9,ENSP00000360290.4
NCBIProtein:NP_002721,Protein,cAMP-dependent protein kinase catalytic subunit alpha isoform Calpha1,,NP_002721.1,351.0,RefSeq,MANE Select,NM_002730.4,ENST00000308677.9,ENSP00000309591.3
NCBIProtein:NP_002724,Protein,5'-AMP-activated protein kinase subunit gamma-1 isoform 1,,NP_002724.1,331.0,RefSeq,MANE Select,NM_002733.5,ENST00000548065.7,ENSP00000447433.1
NCBIProtein:NP_000303,Protein,vitamin K-dependent protein C isoform 10 preproprotein,,NP_000303.1,461.0,RefSeq,MANE Select,NM_000312.4,ENST00000234071.8,ENSP00000234071.4
NCBIProtein:NP_000012,Protein,presenilin-1 isoform I-467,,NP_000012.1,467.0,RefSeq,MANE Select,NM_000021.4,ENST00000324501.10,ENSP00000326366.5
NCBIProtein:NP_000305,Protein,"phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN isoform PTEN",,NP_000305.3,403.0,RefSeq,MANE Select,NM_000314.8,ENST00000371953.8,ENSP00000361021.3
NCBIProtein:NP_002819,Protein,tyrosine-protein phosphatase non-receptor type 2 isoform 1,,NP_002819.2,415.0,RefSeq,MANE Select,NM_002828.4,ENST00000309660.10,ENSP00000311857.3
NCBIProtein:NP_002834,Protein,receptor-type tyrosine-protein phosphatase eta isoform 1 precursor,,NP_002834.3,1337.0,RefSeq,MANE Select,NM_002843.4,ENST00000418331.7,ENSP00000400010.2
NCBIProtein:NP_002853,Protein,"glycogen phosphorylase, brain form",,NP_002853.2,843.0,RefSeq,MANE Select,NM_002862.4,ENST00000216962.9,ENSP00000216962.3
NCBIProtein:NP_002854,Protein,"glycogen phosphorylase, liver form isoform 1",,NP_002854.3,847.0,RefSeq,MANE Select,NM_002863.5,ENST00000216392.8,ENSP00000216392.7
NCBIProtein:NP_005600,Protein,"glycogen phosphorylase, muscle form isoform 1",,NP_005600.1,842.0,RefSeq,MANE Select,NM_005609.4,ENST00000164139.4,ENSP00000164139.3
NCBIProtein:NP_006735,Protein,retinol-binding protein 4 isoform a precursor,,NP_006735.2,201.0,RefSeq,MANE Select,NM_006744.4,ENST00000371464.8,ENSP00000360519.3
NCBIProtein:NP_599023,Protein,nuclear receptor ROR-alpha isoform a,,NP_599023.1,523.0,RefSeq,MANE Select,NM_134261.3,ENST00000335670.11,ENSP00000335087.6
NCBIProtein:NP_005051,Protein,nuclear receptor ROR-gamma isoform a,,NP_005051.2,518.0,RefSeq,MANE Select,NM_005060.4,ENST00000318247.7,ENSP00000327025.6
NCBIProtein:NP_001001,Protein,small ribosomal subunit protein eS6,,NP_001001.2,249.0,RefSeq,MANE Select,NM_001010.3,ENST00000380394.9,ENSP00000369757.4
NCBIProtein:NP_006507,Protein,"solute carrier family 2, facilitated glucose transporter member 1",,NP_006507.2,492.0,RefSeq,MANE Select,NM_006516.4,ENST00000426263.10,ENSP00000416293.2
NCBIProtein:NP_008862,Protein,"solute carrier family 2, facilitated glucose transporter member 3",,NP_008862.1,496.0,RefSeq,MANE Select,NM_006931.3,ENST00000075120.12,ENSP00000075120.7
NCBIProtein:NP_001033,Protein,"solute carrier family 2, facilitated glucose transporter member 4",,NP_001033.1,509.0,RefSeq,MANE Select,NM_001042.3,ENST00000317370.13,ENSP00000320935.8
NCBIProtein:NP_003042,Protein,monocarboxylate transporter 1,,NP_003042.3,500.0,RefSeq,MANE Select,NM_003051.4,ENST00000369626.8,ENSP00000358640.4
NCBIProtein:NP_005975,Protein,"tricarboxylate transport protein, mitochondrial isoform a precursor",,NP_005975.1,311.0,RefSeq,MANE Select,NM_005984.5,ENST00000215882.10,ENSP00000215882.5
NCBIProtein:NP_003095,Protein,sorbitol dehydrogenase,,NP_003095.2,357.0,RefSeq,MANE Select,NM_003104.6,ENST00000267814.14,ENSP00000267814.9
NCBIProtein:NP_003098,Protein,transcription factor SOX-4,,NP_003098.1,474.0,RefSeq,MANE Select,NM_003107.3,ENST00000244745.4,ENSP00000244745.1
NCBIProtein:NP_938033,Protein,proto-oncogene tyrosine-protein kinase Src,,NP_938033.1,536.0,RefSeq,MANE Select,NM_198291.3,ENST00000373578.7,ENSP00000362680.2
NCBIProtein:NP_004167,Protein,sterol regulatory element-binding protein 1 isoform 2,,NP_004167.3,1147.0,RefSeq,MANE Select,NM_004176.5,ENST00000261646.11,ENSP00000261646.5
NCBIProtein:NP_004590,Protein,sterol regulatory element-binding protein 2,,NP_004590.2,1141.0,RefSeq,MANE Select,NM_004599.4,ENST00000361204.9,ENSP00000354476.4
NCBIProtein:NP_644805,Protein,signal transducer and activator of transcription 3 isoform 1,,NP_644805.1,770.0,RefSeq,MANE Select,NM_139276.3,ENST00000264657.10,ENSP00000264657.4
NCBIProtein:NP_001369496,Protein,stromal interaction molecule 1 isoform 5 precursor,,NP_001369496.1,716.0,RefSeq,MANE Select,NM_001382567.1,ENST00000526596.2,ENSP00000433266.2
NCBIProtein:NP_000446,Protein,serine/threonine-protein kinase STK11 isoform 1,,NP_000446.1,433.0,RefSeq,MANE Select,NM_000455.5,ENST00000326873.12,ENSP00000324856.6
NCBIProtein:NP_000343,Protein,ATP-binding cassette sub-family C member 8 isoform 2,,NP_000343.2,1581.0,RefSeq,MANE Select,NM_000352.6,ENST00000389817.8,ENSP00000374467.4
NCBIProtein:NP_000536,Protein,hepatocyte nuclear factor 1-alpha isoform 2,,NP_000536.6,631.0,RefSeq,MANE Select,NM_000545.8,ENST00000257555.11,ENSP00000257555.5
NCBIProtein:NP_000449,Protein,hepatocyte nuclear factor 1-beta isoform 1,,NP_000449.1,557.0,RefSeq,MANE Select,NM_000458.4,ENST00000617811.5,ENSP00000480291.1
NCBIProtein:NP_001354872,Protein,transcription factor 7-like 2 isoform 17,,NP_001354872.1,619.0,RefSeq,MANE Select,NM_001367943.1,ENST00000355995.9,ENSP00000348274.4
NCBIProtein:NP_937847,Protein,max-like protein X isoform beta,,NP_937847.1,244.0,RefSeq,MANE Select,NM_198204.2,ENST00000435881.7,ENSP00000416627.1
NCBIProtein:NP_003192,Protein,"transcription factor A, mitochondrial isoform 1 precursor",,NP_003192.1,246.0,RefSeq,MANE Select,NM_003201.3,ENST00000487519.6,ENSP00000420588.1
NCBIProtein:NP_003212,Protein,transcription factor AP-2-beta,,NP_003212.2,460.0,RefSeq,MANE Select,NM_003221.4,ENST00000393655.4,ENSP00000377265.2
NCBIProtein:NP_006512,Protein,transcription factor E3 isoform 1,,NP_006512.2,575.0,RefSeq,MANE Select,NM_006521.6,ENST00000315869.8,ENSP00000314129.7
NCBIProtein:NP_003217,Protein,trefoil factor 3 precursor,,NP_003217.4,80.0,RefSeq,MANE Select,NM_003226.4,ENST00000518498.3,ENSP00000430690.2
NCBIProtein:NP_000356,Protein,triosephosphate isomerase isoform 1,,NP_000356.1,249.0,RefSeq,MANE Select,NM_000365.6,ENST00000396705.10,ENSP00000379933.4
NCBIProtein:NP_004172,Protein,ubiquitin carboxyl-terminal hydrolase isozyme L1,,NP_004172.2,223.0,RefSeq,MANE Select,NM_004181.5,ENST00000284440.9,ENSP00000284440.4
NCBIProtein:NP_003346,Protein,dicarboxylate carrier SLC25A8 isoform a,,NP_003346.2,309.0,RefSeq,MANE Select,NM_003355.3,ENST00000663595.2,ENSP00000499695.1
NCBIProtein:NP_005651,Protein,UDP-galactose translocator isoform a,,NP_005651.1,396.0,RefSeq,MANE Select,NM_005660.3,ENST00000247138.11,ENSP00000247138.5
NCBIProtein:NP_006750,Protein,UTP--glucose-1-phosphate uridylyltransferase isoform a,,NP_006750.3,508.0,RefSeq,MANE Select,NM_006759.4,ENST00000337130.10,ENSP00000338703.5
NCBIProtein:NP_006285,Protein,cytochrome b-c1 complex subunit 7 isoform 1,,NP_006285.1,111.0,RefSeq,MANE Select,NM_006294.5,ENST00000287022.10,ENSP00000287022.5
NCBIProtein:NP_009053,Protein,upstream stimulatory factor 1 isoform 1,,NP_009053.1,310.0,RefSeq,MANE Select,NM_007122.5,ENST00000368021.7,ENSP00000357000.3
NCBIProtein:NP_005996,Protein,wolframin,,NP_005996.2,890.0,RefSeq,MANE Select,NM_006005.3,ENST00000226760.5,ENSP00000226760.1
NCBIProtein:NP_000544,Protein,bifunctional 3'-5' exonuclease/ATP-dependent helicase WRN,,NP_000544.2,1432.0,RefSeq,MANE Select,NM_000553.6,ENST00000298139.7,ENSP00000298139.5
NCBIProtein:NP_003461,Protein,ubiquitin carboxyl-terminal hydrolase 7 isoform 1,,NP_003461.2,1102.0,RefSeq,MANE Select,NM_003470.3,ENST00000344836.9,ENSP00000343535.4
NCBIProtein:NP_005661,Protein,laforin isoform a,,NP_005661.1,331.0,RefSeq,MANE Select,NM_005670.4,ENST00000367519.9,ENSP00000356489.3
NCBIProtein:NP_056480,Protein,aladin isoform 1,,NP_056480.1,546.0,RefSeq,MANE Select,NM_015665.6,ENST00000209873.9,ENSP00000209873.4
NCBIProtein:NP_003553,Protein,mitochondrial 2-oxoglutarate/malate carrier protein isoform 1,,NP_003553.2,314.0,RefSeq,MANE Select,NM_003562.5,ENST00000225665.12,ENSP00000225665.7
NCBIProtein:NP_001366079,Protein,insulin receptor substrate 4 isoform 2,,NP_001366079.1,1256.0,RefSeq,MANE Select,NM_001379150.1,ENST00000372129.4,ENSP00000361202.3
NCBIProtein:NP_858058,Protein,UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit isoform 1,,NP_858058.1,1046.0,RefSeq,MANE Select,NM_181672.3,ENST00000373719.8,ENSP00000362824.3
NCBIProtein:NP_003645,Protein,carbohydrate sulfotransferase 1,,NP_003645.1,411.0,RefSeq,MANE Select,NM_003654.6,ENST00000308064.7,ENSP00000309270.2
NCBIProtein:NP_003700,Protein,Krueppel-like factor 7 isoform 1,,NP_003700.1,302.0,RefSeq,MANE Select,NM_003709.4,ENST00000309446.11,ENSP00000309570.6
NCBIProtein:NP_003740,Protein,insulin receptor substrate 2,,NP_003740.2,1338.0,RefSeq,MANE Select,NM_003749.3,ENST00000375856.5,ENSP00000365016.3
NCBIProtein:NP_001091954,Protein,electrogenic sodium bicarbonate cotransporter 1 isoform 1,,NP_001091954.1,1079.0,RefSeq,MANE Select,NM_001098484.3,ENST00000264485.11,ENSP00000264485.5
NCBIProtein:NP_003828,Protein,"fructose-1,6-bisphosphatase isozyme 2",,NP_003828.2,339.0,RefSeq,MANE Select,NM_003837.4,ENST00000375337.4,ENSP00000364486.3
NCBIProtein:NP_003873,Protein,CCN family member 4 isoform 1 precursor,,NP_003873.1,367.0,RefSeq,MANE Select,NM_003882.4,ENST00000250160.11,ENSP00000250160.5
NCBIProtein:NP_073728,Protein,period circadian protein homolog 2,,NP_073728.1,1255.0,RefSeq,MANE Select,NM_022817.3,ENST00000254657.8,ENSP00000254657.3
NCBIProtein:NP_003934,Protein,starch-binding domain-containing protein 1,,NP_003934.1,358.0,RefSeq,MANE Select,NM_003943.5,ENST00000237642.7,ENSP00000237642.6
NCBIProtein:NP_004705,Protein,dual specificity tyrosine-phosphorylation-regulated kinase 1B isoform p69,,NP_004705.1,629.0,RefSeq,MANE Select,NM_004714.3,ENST00000323039.10,ENSP00000312789.4
NCBIProtein:NP_004788,Protein,adiponectin precursor,,NP_004788.1,244.0,RefSeq,MANE Select,NM_004797.4,ENST00000320741.7,ENSP00000320709.2
NCBIProtein:NP_008918,Protein,rab effector Noc2 isoform 1,,NP_008918.1,315.0,RefSeq,MANE Select,NM_006987.4,ENST00000331302.12,ENSP00000328977.7
NCBIProtein:NP_004276,Protein,GDH/6PGL endoplasmic bifunctional protein isoform 2 precursor,,NP_004276.2,791.0,RefSeq,MANE Select,NM_004285.4,ENST00000377403.7,ENSP00000366620.2
NCBIProtein:NP_068370,Protein,nuclear receptor subfamily 1 group D member 1,,NP_068370.1,614.0,RefSeq,MANE Select,NM_021724.5,ENST00000246672.4,ENSP00000246672.3
NCBIProtein:NP_004282,Protein,cocaine- and amphetamine-regulated transcript protein preproprotein,,NP_004282.1,116.0,RefSeq,MANE Select,NM_004291.4,ENST00000296777.5,ENSP00000296777.4
NCBIProtein:NP_006302,Protein,nuclear receptor corepressor 1 isoform 1,,NP_006302.2,2440.0,RefSeq,MANE Select,NM_006311.4,ENST00000268712.8,ENSP00000268712.2
NCBIProtein:NP_001365343,Protein,histone deacetylase 4 isoform 1,,NP_001365343.1,1089.0,RefSeq,MANE Select,NM_001378414.1,ENST00000543185.6,ENSP00000440481.3
NCBIProtein:NP_055643,Protein,TOX high mobility group box family member 4 isoform 1,,NP_055643.1,621.0,RefSeq,MANE Select,NM_014828.4,ENST00000448790.7,ENSP00000393080.3
NCBIProtein:NP_001193908,Protein,bile acid receptor isoform 1,,NP_001193908.1,476.0,RefSeq,MANE Select,NM_001206979.2,ENST00000392986.8,ENSP00000376712.3
NCBIProtein:NP_005456,Protein,RAC-gamma serine/threonine-protein kinase isoform 1,,NP_005456.1,479.0,RefSeq,MANE Select,NM_005465.7,ENST00000673466.1,ENSP00000500582.1
NCBIProtein:NP_005678,Protein,phenylalanine--tRNA ligase beta subunit,,NP_005678.3,589.0,RefSeq,MANE Select,NM_005687.5,ENST00000281828.8,ENSP00000281828.6
NCBIProtein:NP_055066,Protein,"electrogenic aspartate/glutamate antiporter SLC25A13, mitochondrial isoform 2",,NP_055066.1,675.0,RefSeq,MANE Select,NM_014251.3,ENST00000265631.10,ENSP00000265631.6
NCBIProtein:NP_005872,Protein,branched-chain alpha-ketoacid dehydrogenase kinase isoform a precursor,,NP_005872.2,412.0,RefSeq,MANE Select,NM_005881.4,ENST00000219794.11,ENSP00000219794.6
NCBIProtein:NP_056651,Protein,"tryptophan--tRNA ligase, mitochondrial isoform 1 precursor",,NP_056651.1,360.0,RefSeq,MANE Select,NM_015836.4,ENST00000235521.5,ENSP00000235521.4
NCBIProtein:NP_006531,Protein,nuclear receptor coactivator 2 isoform a,,NP_006531.1,1464.0,RefSeq,MANE Select,NM_006540.4,ENST00000452400.7,ENSP00000399968.2
NCBIProtein:NP_006463,Protein,thioredoxin-interacting protein isoform 1,,NP_006463.3,391.0,RefSeq,MANE Select,NM_006472.6,ENST00000582401.6,ENSP00000462521.1
NCBIProtein:NP_006539,Protein,insulin-like growth factor 2 mRNA-binding protein 2 isoform a,,NP_006539.3,599.0,RefSeq,MANE Select,NM_006548.6,ENST00000382199.7,ENSP00000371634.3
NCBIProtein:NP_006561,Protein,ras-related GTP-binding protein A,,NP_006561.1,313.0,RefSeq,MANE Select,NM_006570.5,ENST00000380527.3,ENSP00000369899.1
NCBIProtein:NP_006619,Protein,cAMP-regulated phosphoprotein 19 isoform 2,,NP_006619.1,112.0,RefSeq,MANE Select,NM_006628.6,ENST00000249822.9,ENSP00000249822.4
NCBIProtein:NP_037393,Protein,peroxisome proliferator-activated receptor gamma coactivator 1-alpha isoform 2,,NP_037393.1,798.0,RefSeq,MANE Select,NM_013261.5,ENST00000264867.7,ENSP00000264867.2
NCBIProtein:nan,Protein,,,,0.0,RefSeq,MANE Select,NR_002728.4,ENST00000597346.1,
