id:ID(KG),:LABEL,name,xref,in_taxon,chromosome,provided_by,source,symbol,gene_type,hgnc_id,omim_ids,swiss_prot,ensembl_ids
NCBIGene:51181,Gene,DCXR,OMIM:608347,NCBITaxon:9606,17,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:5211,Gene,PFKL,OMIM:171860,NCBITaxon:9606,21,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:3171,Gene,FOXA3,OMIM:602295,NCBITaxon:9606,19,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:221395,Gene,ADGRF5,OMIM:620874,NCBITaxon:9606,6,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:2867,Gene,FFAR2,OMIM:603823,NCBITaxon:9606,19,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:150,Gene,ADRA2A,OMIM:104210,NCBITaxon:9606,10,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:221937,Gene,FOXK1,OMIM:616302,NCBITaxon:9606,7,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:5106,Gene,PCK2,OMIM:614095,NCBITaxon:9606,14,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:387712,Gene,ENO4,OMIM:131375,NCBITaxon:9606,10,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:92579,Gene,G6PC3,OMIM:611045,NCBITaxon:9606,17,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:1374,Gene,CPT1A,OMIM:600528,NCBITaxon:9606,11,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:51763,Gene,INPP5K,OMIM:607875,NCBITaxon:9606,17,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:79660,Gene,PPP1R3B,OMIM:610541,NCBITaxon:9606,8,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:4938,Gene,OAS1,OMIM:164350,NCBITaxon:9606,12,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:83440,Gene,ADPGK,OMIM:611861,NCBITaxon:9606,15,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:5255,Gene,PHKA1,OMIM:311870,NCBITaxon:9606,X,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:2648,Gene,KAT2A,OMIM:602301,NCBITaxon:9606,17,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:2822,Gene,GPLD1,OMIM:602515,NCBITaxon:9606,6,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:5161,Gene,PDHA2,OMIM:179061,NCBITaxon:9606,4,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:2592,Gene,GALT,OMIM:606999,NCBITaxon:9606,9,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:55144,Gene,LRRC8D,OMIM:612890,NCBITaxon:9606,1,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:2582,Gene,GALE,OMIM:606953,NCBITaxon:9606,1,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:5210,Gene,PFKFB4,OMIM:605320,NCBITaxon:9606,3,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:6659,Gene,SOX4,OMIM:184430,NCBITaxon:9606,6,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:55657,Gene,ZNF692,OMIM:617758,NCBITaxon:9606,1,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:3062,Gene,HCRTR2,OMIM:602393,NCBITaxon:9606,6,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:5105,Gene,PCK1,OMIM:614168,NCBITaxon:9606,20,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:7466,Gene,WFS1,OMIM:606201,NCBITaxon:9606,4,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:51085,Gene,MLXIPL,OMIM:605678,NCBITaxon:9606,7,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:5256,Gene,PHKA2,OMIM:300798,NCBITaxon:9606,X,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:200186,Gene,CRTC2,OMIM:608972,NCBITaxon:9606,1,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:389125,Gene,MUSTN1,OMIM:617195,NCBITaxon:9606,3,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:5795,Gene,PTPRJ,OMIM:600925,NCBITaxon:9606,11,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:139735,Gene,ZFP92,OMIM:301139,NCBITaxon:9606,X,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:81628,Gene,TSC22D4,OMIM:611914,NCBITaxon:9606,7,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:229,Gene,ALDOB,OMIM:612724,NCBITaxon:9606,9,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:2821,Gene,GPI,OMIM:172400,NCBITaxon:9606,19,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:669,Gene,BPGM,OMIM:613896,NCBITaxon:9606,7,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:55526,Gene,DHTKD1,OMIM:614984,NCBITaxon:9606,10,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:4544,Gene,MTNR1B,OMIM:600804,NCBITaxon:9606,11,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:406901,Gene,MIR107,OMIM:613189,NCBITaxon:9606,10,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:6945,Gene,MLX,OMIM:602976,NCBITaxon:9606,17,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:859,Gene,CAV3,OMIM:601253,NCBITaxon:9606,3,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:55198,Gene,APPL2,OMIM:606231,NCBITaxon:9606,12,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:9563,Gene,H6PD,OMIM:138090,NCBITaxon:9606,1,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:222546,Gene,RFX6,OMIM:612659,NCBITaxon:9606,6,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:51547,Gene,SIRT7,OMIM:606212,NCBITaxon:9606,17,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:143686,Gene,SESN3,OMIM:607768,NCBITaxon:9606,11,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:6652,Gene,SORD,OMIM:182500,NCBITaxon:9606,15,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:5563,Gene,PRKAA2,OMIM:600497,NCBITaxon:9606,1,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:80024,Gene,SLC8B1,OMIM:609841,NCBITaxon:9606,12,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:57521,Gene,RPTOR,OMIM:607130,NCBITaxon:9606,17,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:29991,Gene,OBP2A,OMIM:164320,NCBITaxon:9606,9,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:5224,Gene,PGAM2,OMIM:612931,NCBITaxon:9606,7,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:5223,Gene,PGAM1,OMIM:172250,NCBITaxon:9606,10,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:23417,Gene,MLYCD,OMIM:606761,NCBITaxon:9606,16,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:1609,Gene,DGKQ,OMIM:601207,NCBITaxon:9606,4,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:1468,Gene,SLC25A10,OMIM:606794,NCBITaxon:9606,17,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:22877,Gene,MLXIP,OMIM:608090,NCBITaxon:9606,12,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:3692,Gene,EIF6,OMIM:602912,NCBITaxon:9606,20,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:402,Gene,ARL2,OMIM:601175,NCBITaxon:9606,11,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:57818,Gene,G6PC2,OMIM:608058,NCBITaxon:9606,2,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:3795,Gene,KHK,OMIM:614058,NCBITaxon:9606,2,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:64710,Gene,NUCKS1,OMIM:611912,NCBITaxon:9606,1,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:5771,Gene,PTPN2,OMIM:176887,NCBITaxon:9606,18,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:680,Gene,BRS3,OMIM:300107,NCBITaxon:9606,X,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:84467,Gene,FBN3,OMIM:608529,NCBITaxon:9606,19,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:8789,Gene,FBP2,OMIM:603027,NCBITaxon:9606,9,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:3607,Gene,FOXK2,OMIM:147685,NCBITaxon:9606,17,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:283450,Gene,HECTD4,OMIM:620209,NCBITaxon:9606,12,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:26471,Gene,NUPR1,OMIM:614812,NCBITaxon:9606,16,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:140710,Gene,MTCL2,OMIM:620225,NCBITaxon:9606,20,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:8609,Gene,KLF7,OMIM:604865,NCBITaxon:9606,2,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:116534,Gene,MRGPRE,OMIM:607232,NCBITaxon:9606,11,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:1738,Gene,DLD,OMIM:238331,NCBITaxon:9606,7,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:9759,Gene,HDAC4,OMIM:605314,NCBITaxon:9606,2,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:5162,Gene,PDHB,OMIM:179060,NCBITaxon:9606,3,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:221927,Gene,BRAT1,OMIM:614506,NCBITaxon:9606,7,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:85414,Gene,SLC45A3,OMIM:605097,NCBITaxon:9606,1,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:5166,Gene,PDK4,OMIM:602527,NCBITaxon:9606,7,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:5164,Gene,PDK2,OMIM:602525,NCBITaxon:9606,17,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:51094,Gene,ADIPOR1,OMIM:607945,NCBITaxon:9606,1,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:406895,Gene,MIR103A1,OMIM:613187,NCBITaxon:9606,5,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:51496,Gene,CTDSPL2,OMIM:618739,NCBITaxon:9606,15,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:1642,Gene,DDB1,OMIM:600045,NCBITaxon:9606,11,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:153743,Gene,PPP1R2B,,NCBITaxon:9606,5,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:230,Gene,ALDOC,OMIM:103870,NCBITaxon:9606,17,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:7021,Gene,TFAP2B,OMIM:601601,NCBITaxon:9606,6,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:2931,Gene,GSK3A,OMIM:606784,NCBITaxon:9606,19,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:26330,Gene,GAPDHS,OMIM:609169,NCBITaxon:9606,19,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:3101,Gene,HK3,OMIM:142570,NCBITaxon:9606,5,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:388581,Gene,C1QTNF12,OMIM:616593,NCBITaxon:9606,1,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:2264,Gene,FGFR4,OMIM:134935,NCBITaxon:9606,5,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:8671,Gene,SLC4A4,OMIM:603345,NCBITaxon:9606,4,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:34,Gene,ACADM,OMIM:607008,NCBITaxon:9606,1,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:5499,Gene,PPP1CA,OMIM:176875,NCBITaxon:9606,11,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:7167,Gene,TPI1,OMIM:190450,NCBITaxon:9606,12,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:5257,Gene,PHKB,OMIM:172490,NCBITaxon:9606,16,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:10295,Gene,BCKDK,OMIM:614901,NCBITaxon:9606,16,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:2201,Gene,FBN2,OMIM:612570,NCBITaxon:9606,5,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:5506,Gene,PPP1R3A,OMIM:600917,NCBITaxon:9606,7,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:3745,Gene,KCNB1,OMIM:600397,NCBITaxon:9606,20,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:4485,Gene,MST1,OMIM:142408,NCBITaxon:9606,3,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:5502,Gene,PPP1R1A,OMIM:613246,NCBITaxon:9606,12,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:79602,Gene,ADIPOR2,OMIM:607946,NCBITaxon:9606,12,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:150094,Gene,SIK1,OMIM:605705,NCBITaxon:9606,21,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:51341,Gene,ZBTB7A,OMIM:605878,NCBITaxon:9606,19,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:339123,Gene,JMJD8,,NCBITaxon:9606,16,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:51422,Gene,PRKAG2,OMIM:602743,NCBITaxon:9606,7,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:8987,Gene,STBD1,OMIM:607406,NCBITaxon:9606,4,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:283871,Gene,PGP,OMIM:172280,NCBITaxon:9606,16,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:9878,Gene,TOX4,OMIM:614032,NCBITaxon:9606,14,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:5504,Gene,PPP1R2,OMIM:601792,NCBITaxon:9606,3,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:338599,Gene,DUSP29,OMIM:618574,NCBITaxon:9606,10,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:5515,Gene,PPP2CA,OMIM:176915,NCBITaxon:9606,5,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:9611,Gene,NCOR1,OMIM:600849,NCBITaxon:9606,17,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:10993,Gene,SDS,OMIM:182128,NCBITaxon:9606,12,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:5209,Gene,PFKFB3,OMIM:605319,NCBITaxon:9606,10,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:115209,Gene,OMA1,OMIM:617081,NCBITaxon:9606,1,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:5501,Gene,PPP1CC,OMIM:176914,NCBITaxon:9606,12,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:190,Gene,NR0B1,OMIM:300473,NCBITaxon:9606,X,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:240,Gene,ALOX5,OMIM:152390,NCBITaxon:9606,10,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:4760,Gene,NEUROD1,OMIM:601724,NCBITaxon:9606,2,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:5507,Gene,PPP1R3C,OMIM:602999,NCBITaxon:9606,10,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:7355,Gene,SLC35A2,OMIM:314375,NCBITaxon:9606,X,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:57001,Gene,SDHAF3,OMIM:615773,NCBITaxon:9606,7,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:5165,Gene,PDK3,OMIM:300906,NCBITaxon:9606,X,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:100507444,Gene,PPP1R2P1,OMIM:621489,NCBITaxon:9606,6,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:27232,Gene,GNMT,OMIM:606628,NCBITaxon:9606,6,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:2538,Gene,G6PC1,OMIM:613742,NCBITaxon:9606,17,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:5509,Gene,PPP1R3D,OMIM:603326,NCBITaxon:9606,20,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:4191,Gene,MDH2,OMIM:154100,NCBITaxon:9606,7,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:957,Gene,ENTPD5,OMIM:603162,NCBITaxon:9606,14,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:350383,Gene,GPR142,OMIM:609046,NCBITaxon:9606,17,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:441531,Gene,PGAM4,OMIM:300567,NCBITaxon:9606,X,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:114899,Gene,C1QTNF3,OMIM:612045,NCBITaxon:9606,5,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:5214,Gene,PFKP,OMIM:171840,NCBITaxon:9606,10,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:5366,Gene,PMAIP1,OMIM:604959,NCBITaxon:9606,18,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:5500,Gene,PPP1CB,OMIM:600590,NCBITaxon:9606,2,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:7360,Gene,UGP2,OMIM:191760,NCBITaxon:9606,2,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:9607,Gene,CARTPT,OMIM:602606,NCBITaxon:9606,5,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:9572,Gene,NR1D1,OMIM:602408,NCBITaxon:9606,17,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:123876,Gene,ACSM2A,OMIM:614358,NCBITaxon:9606,16,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:390637,Gene,GDPGP1,OMIM:619240,NCBITaxon:9606,15,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:283209,Gene,PGM2L1,OMIM:611610,NCBITaxon:9606,11,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:1408,Gene,CRY2,OMIM:603732,NCBITaxon:9606,11,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:51167,Gene,CYB5R4,OMIM:608343,NCBITaxon:9606,6,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:5208,Gene,PFKFB2,OMIM:171835,NCBITaxon:9606,1,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:89,Gene,ACTN3,OMIM:102574,NCBITaxon:9606,11,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:114,Gene,ADCY8,OMIM:103070,NCBITaxon:9606,8,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:195827,Gene,PRXL2C,,NCBITaxon:9606,9,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:1584,Gene,CYP11B1,OMIM:610613,NCBITaxon:9606,8,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:5232,Gene,PGK2,OMIM:172270,NCBITaxon:9606,6,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:80201,Gene,HKDC1,OMIM:617221,NCBITaxon:9606,10,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:407039,Gene,MIR33A,OMIM:612156,NCBITaxon:9606,22,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:2646,Gene,GCKR,OMIM:600842,NCBITaxon:9606,2,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:6095,Gene,RORA,OMIM:600825,NCBITaxon:9606,15,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:55753,Gene,OGDHL,OMIM:617513,NCBITaxon:9606,10,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:5163,Gene,PDK1,OMIM:602524,NCBITaxon:9606,2,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:201163,Gene,FLCN,OMIM:607273,NCBITaxon:9606,17,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:1407,Gene,CRY1,OMIM:601933,NCBITaxon:9606,12,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:1196,Gene,CLK2,OMIM:602989,NCBITaxon:9606,1,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:5160,Gene,PDHA1,OMIM:300502,NCBITaxon:9606,X,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:151176,Gene,ERFE,OMIM:615099,NCBITaxon:9606,2,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:64223,Gene,MLST8,OMIM:612190,NCBITaxon:9606,16,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:7033,Gene,TFF3,OMIM:600633,NCBITaxon:9606,21,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:10165,Gene,SLC25A13,OMIM:603859,NCBITaxon:9606,7,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:5836,Gene,PYGL,OMIM:613741,NCBITaxon:9606,14,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:5837,Gene,PYGM,OMIM:608455,NCBITaxon:9606,11,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:53632,Gene,PRKAG3,OMIM:604976,NCBITaxon:9606,2,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:863,Gene,CBFA2T3,OMIM:603870,NCBITaxon:9606,16,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:25825,Gene,BACE2,OMIM:605668,NCBITaxon:9606,21,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:2981,Gene,GUCA2B,OMIM:601271,NCBITaxon:9606,1,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:408,Gene,ARRB1,OMIM:107940,NCBITaxon:9606,11,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:5091,Gene,PC,OMIM:608786,NCBITaxon:9606,11,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:90673,Gene,PPP1R3E,OMIM:619540,NCBITaxon:9606,14,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:8864,Gene,PER2,OMIM:603426,NCBITaxon:9606,2,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:4967,Gene,OGDH,OMIM:613022,NCBITaxon:9606,7,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:405,Gene,ARNT,OMIM:126110,NCBITaxon:9606,1,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:5260,Gene,PHKG1,OMIM:172470,NCBITaxon:9606,7,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:283093,Gene,OR4C12,,NCBITaxon:9606,11,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:55777,Gene,MBD5,OMIM:611472,NCBITaxon:9606,2,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:90550,Gene,MCU,OMIM:614197,NCBITaxon:9606,10,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:5261,Gene,PHKG2,OMIM:172471,NCBITaxon:9606,16,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:5571,Gene,PRKAG1,OMIM:602742,NCBITaxon:9606,12,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:23516,Gene,SLC39A14,OMIM:608736,NCBITaxon:9606,8,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:11182,Gene,SLC2A6,OMIM:606813,NCBITaxon:9606,9,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:5213,Gene,PFKM,OMIM:610681,NCBITaxon:9606,12,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:5834,Gene,PYGB,OMIM:138550,NCBITaxon:9606,20,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:347,Gene,APOD,OMIM:107740,NCBITaxon:9606,3,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:8840,Gene,CCN4,OMIM:603398,NCBITaxon:9606,8,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:51714,Gene,SELENOT,OMIM:607912,NCBITaxon:9606,3,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:32,Gene,ACACB,OMIM:601557,NCBITaxon:9606,12,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:84676,Gene,TRIM63,OMIM:606131,NCBITaxon:9606,1,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:2642,Gene,GCGR,OMIM:138033,NCBITaxon:9606,17,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:6194,Gene,RPS6,OMIM:180460,NCBITaxon:9606,9,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:4837,Gene,NNMT,OMIM:600008,NCBITaxon:9606,11,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:5313,Gene,PKLR,OMIM:609712,NCBITaxon:9606,1,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:28964,Gene,GIT1,OMIM:608434,NCBITaxon:9606,17,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:2542,Gene,SLC37A4,OMIM:602671,NCBITaxon:9606,11,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:1737,Gene,DLAT,OMIM:608770,NCBITaxon:9606,11,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:84649,Gene,DGAT2,OMIM:606983,NCBITaxon:9606,11,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:6097,Gene,RORC,OMIM:602943,NCBITaxon:9606,1,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:10776,Gene,ARPP19,OMIM:605487,NCBITaxon:9606,15,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:8534,Gene,CHST1,OMIM:603797,NCBITaxon:9606,11,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:54976,Gene,ADISSP,OMIM:620373,NCBITaxon:9606,20,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:5296,Gene,PIK3R2,OMIM:603157,NCBITaxon:9606,19,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:7391,Gene,USF1,OMIM:191523,NCBITaxon:9606,1,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:130589,Gene,GALM,OMIM:137030,NCBITaxon:9606,2,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:572,Gene,BAD,OMIM:603167,NCBITaxon:9606,11,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:3098,Gene,HK1,OMIM:142600,NCBITaxon:9606,10,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:5207,Gene,PFKFB1,OMIM:311790,NCBITaxon:9606,X,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:26137,Gene,ZBTB20,OMIM:606025,NCBITaxon:9606,3,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:8402,Gene,SLC25A11,OMIM:604165,NCBITaxon:9606,17,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:2805,Gene,GOT1,OMIM:138180,NCBITaxon:9606,10,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:55829,Gene,SELENOS,OMIM:607918,NCBITaxon:9606,15,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:10499,Gene,NCOA2,OMIM:601993,NCBITaxon:9606,8,NCBI:Gene,NCBI Gene,,,,,,
NCBIGene:79058,Gene,ASPSCR1,OMIM:606236,NCBITaxon:9606,17,NCBI:Gene,NCBI Gene,,,,,,
